iso_time,epoch_seconds,sample_index,q1_raw,q1_voltage_mv
2026-09-09T11:32:46.256,1788933766.2567,1,7280,93.33
2026-09-09T11:32:46.263,1788933766.2635,2,1696,21.74
2026-09-09T11:32:46.293,1788933766.2937,3,6452,82.72
2026-09-09T11:32:46.295,1788933766.2957,4,568,7.28
2026-09-09T11:32:46.296,1788933766.2967,5,5660,72.56
2026-09-09T11:32:46.296,1788933766.2967,6,-324,-4.15
2026-09-09T11:32:46.319,1788933766.3200,7,4932,63.23
2026-09-09T11:32:46.328,1788933766.3281,8,-1000,-12.82
2026-09-09T11:32:46.328,1788933766.3281,9,4352,55.79
2026-09-09T11:32:46.343,1788933766.3439,10,-1524,-19.54
2026-09-09T11:32:46.343,1788933766.3439,11,3668,47.03
2026-09-09T11:32:46.367,1788933766.3675,12,-1944,-24.92
2026-09-09T11:32:46.375,1788933766.3753,13,3824,49.03
2026-09-09T11:32:46.393,1788933766.3934,14,-2280,-29.23
2026-09-09T11:32:46.393,1788933766.3934,15,3892,49.9
2026-09-09T11:32:46.407,1788933766.4072,16,-2640,-33.85
2026-09-09T11:32:46.407,1788933766.4072,17,3836,49.18
2026-09-09T11:32:46.424,1788933766.4246,18,-2972,-38.1
2026-09-09T11:32:46.436,1788933766.4368,19,3756,48.15
2026-09-09T11:32:46.446,1788933766.4464,20,-1640,-21.03
2026-09-09T11:32:46.457,1788933766.4574,21,3712,47.59
2026-09-09T11:32:46.470,1788933766.4701,22,-2316,-29.69
2026-09-09T11:32:46.476,1788933766.4760,23,3680,47.18
2026-09-09T11:32:46.486,1788933766.4861,24,-2820,-36.15
2026-09-09T11:32:46.486,1788933766.4861,25,3616,46.36
2026-09-09T11:32:46.514,1788933766.5145,26,-3176,-40.72
2026-09-09T11:32:46.517,1788933766.5177,27,3396,43.54
2026-09-09T11:32:46.524,1788933766.5247,28,-3452,-44.26
2026-09-09T11:32:46.533,1788933766.5338,29,3144,40.31
2026-09-09T11:32:46.549,1788933766.5494,30,-3668,-47.03
2026-09-09T11:32:46.559,1788933766.5592,31,1832,23.49
2026-09-09T11:32:46.566,1788933766.5661,32,-3816,-48.92
2026-09-09T11:32:46.577,1788933766.5773,33,2280,29.23
2026-09-09T11:32:46.589,1788933766.5895,34,-3836,-49.18
2026-09-09T11:32:46.596,1788933766.5968,35,2672,34.26
2026-09-09T11:32:46.605,1788933766.6058,36,-3764,-48.26
2026-09-09T11:32:46.612,1788933766.6124,37,2996,38.41
2026-09-09T11:32:46.628,1788933766.6282,38,-3640,-46.67
2026-09-09T11:32:46.637,1788933766.6373,39,3220,41.28
2026-09-09T11:32:46.650,1788933766.6503,40,-1700,-21.79
