iso_time,epoch_seconds,sample_index,q1_raw,q1_voltage_mv,q1_notch,q1_notch_mv
2026-09-09T14:27:43.088,1788944263.0887,2756,4098,52.54,-1569,-20.12
2026-09-09T14:27:43.104,1788944263.1045,2757,-7169,-91.91,-1626,-20.85
2026-09-09T14:27:43.104,1788944263.1045,2758,3518,45.1,-1681,-21.55
2026-09-09T14:27:43.120,1788944263.1205,2759,-6640,-85.13,-1694,-21.72
2026-09-09T14:27:43.120,1788944263.1205,2760,2901,37.19,-1716,-22.0
2026-09-09T14:27:43.136,1788944263.1365,2761,-6026,-77.26,-1716,-22.0
2026-09-09T14:27:43.152,1788944263.1523,2762,7124,91.33,-507,-6.5
2026-09-09T14:27:43.152,1788944263.1523,2763,-5290,-67.82,733,9.4
2026-09-09T14:27:43.168,1788944263.1680,2764,6949,89.09,873,11.19
2026-09-09T14:27:43.168,1788944263.1680,2765,-4591,-58.86,1004,12.87
2026-09-09T14:27:43.185,1788944263.1857,2766,6694,85.82,1115,14.29
2026-09-09T14:27:43.200,1788944263.2004,2767,-3854,-49.41,1235,15.83
2026-09-09T14:27:43.200,1788944263.2004,2768,6310,80.9,1324,16.97
2026-09-09T14:27:43.216,1788944263.2165,2769,-3096,-39.69,1417,18.17
2026-09-09T14:27:43.232,1788944263.2325,2770,5874,75.31,1498,19.21
2026-09-09T14:27:43.232,1788944263.2325,2771,-2374,-30.44,1569,20.12
2026-09-09T14:27:43.248,1788944263.2486,2772,5363,68.76,1622,20.79
2026-09-09T14:27:43.264,1788944263.2646,2773,-7838,-100.49,128,1.64
2026-09-09T14:27:43.264,1788944263.2646,2774,4813,61.71,-1375,-17.63
2026-09-09T14:27:43.280,1788944263.2806,2775,-7637,-97.91,-1463,-18.76
2026-09-09T14:27:43.285,1788944263.2858,2776,4249,54.47,-1553,-19.91
2026-09-09T14:27:43.296,1788944263.2964,2777,-7284,-93.38,-1606,-20.59
2026-09-09T14:27:43.312,1788944263.3125,2778,3660,46.92,-1665,-21.35
2026-09-09T14:27:43.312,1788944263.3125,2779,-6762,-86.69,-1682,-21.56
2026-09-09T14:27:43.328,1788944263.3283,2780,3023,38.76,-1711,-21.94
2026-09-09T14:27:43.328,1788944263.3283,2781,-6130,-78.59,-1712,-21.95
2026-09-09T14:27:43.344,1788944263.3445,2782,7178,92.03,-515,-6.6
2026-09-09T14:27:43.360,1788944263.3603,2783,-5414,-69.41,703,9.01
2026-09-09T14:27:43.360,1788944263.3603,2784,7011,89.88,840,10.77
2026-09-09T14:27:43.380,1788944263.3809,2785,-4699,-60.24,977,12.53
2026-09-09T14:27:43.395,1788944263.3955,2786,6763,86.71,1094,14.03
2026-09-09T14:27:43.403,1788944263.4031,2787,-3957,-50.73,1217,15.6
2026-09-09T14:27:43.423,1788944263.4238,2788,6391,81.94,1310,16.79
2026-09-09T14:27:43.423,1788944263.4238,2789,-3224,-41.33,1400,17.95
2026-09-09T14:27:43.423,1788944263.4238,2790,5959,76.4,1475,18.91
2026-09-09T14:27:43.439,1788944263.4400,2791,-2482,-31.82,1553,19.91
2026-09-09T14:27:43.439,1788944263.4400,2792,5436,69.69,1607,20.6
2026-09-09T14:27:43.455,1788944263.4559,2793,-7826,-100.33,141,1.81
2026-09-09T14:27:43.471,1788944263.4719,2794,4897,62.78,-1330,-17.05
2026-09-09T14:27:43.471,1788944263.4719,2795,-7638,-97.92,-1418,-18.18
2026-09-09T14:27:43.487,1788944263.4880,2796,4340,55.64,-1510,-19.36
2026-09-09T14:27:43.487,1788944263.4880,2797,-7333,-94.01,-1573,-20.17
2026-09-09T14:27:43.503,1788944263.5039,2798,3732,47.85,-1649,-21.14
2026-09-09T14:27:43.519,1788944263.5198,2799,-6832,-87.59,-1676,-21.49
2026-09-09T14:27:43.519,1788944263.5198,2800,3115,39.94,-1705,-21.86
2026-09-09T14:27:43.535,1788944263.5359,2801,-6223,-79.78,-1707,-21.88
2026-09-09T14:27:43.551,1788944263.5520,2802,7134,91.46,-550,-7.05
2026-09-09T14:27:43.559,1788944263.5595,2803,-5519,-70.76,631,8.09
2026-09-09T14:27:43.586,1788944263.5862,2804,7011,89.88,776,9.95
2026-09-09T14:27:43.586,1788944263.5862,2805,-4792,-61.44,927,11.88
2026-09-09T14:27:43.595,1788944263.5953,2806,6756,86.62,1045,13.4
2026-09-09T14:27:43.600,1788944263.6005,2807,-4102,-52.59,1154,14.79
2026-09-09T14:27:43.610,1788944263.6106,2808,6452,82.72,1251,16.04
2026-09-09T14:27:43.617,1788944263.6180,2809,-3360,-43.08,1360,17.44
2026-09-09T14:27:43.632,1788944263.6320,2810,6012,77.08,1436,18.41
2026-09-09T14:27:43.642,1788944263.6426,2811,-2598,-33.31,1516,19.44
2026-09-09T14:27:43.647,1788944263.6477,2812,5524,70.82,1585,20.32
2026-09-09T14:27:43.647,1788944263.6477,2813,-7787,-99.83,165,2.12
2026-09-09T14:27:43.665,1788944263.6656,2814,4965,63.65,-1272,-16.31
2026-09-09T14:27:43.679,1788944263.6797,2815,-7627,-97.78,-1371,-17.58
2026-09-09T14:27:43.696,1788944263.6962,2816,4408,56.51,-1471,-18.86
2026-09-09T14:27:43.696,1788944263.6962,2817,-7339,-94.09,-1538,-19.72
2026-09-09T14:27:43.714,1788944263.7141,2818,3823,49.01,-1612,-20.67
2026-09-09T14:27:43.721,1788944263.7214,2819,-6905,-88.53,-1650,-21.15
2026-09-09T14:27:43.745,1788944263.7456,2820,3223,41.32,-1691,-21.68
2026-09-09T14:27:43.749,1788944263.7497,2821,-6300,-80.77,-1690,-21.67
2026-09-09T14:27:43.749,1788944263.7497,2822,7133,91.45,-561,-7.19
2026-09-09T14:27:43.759,1788944263.7593,2823,-5608,-71.9,589,7.55
2026-09-09T14:27:43.769,1788944263.7700,2824,7023,90.04,735,9.42
2026-09-09T14:27:43.776,1788944263.7768,2825,-4901,-62.83,884,11.33
2026-09-09T14:27:43.791,1788944263.7910,2826,6788,87.03,1002,12.85
2026-09-09T14:27:43.803,1788944263.8031,2827,-4195,-53.78,1120,14.36
2026-09-09T14:27:43.808,1788944263.8089,2828,6475,83.01,1218,15.62
2026-09-09T14:27:43.819,1788944263.8192,2829,-3457,-44.32,1324,16.97
2026-09-09T14:27:43.829,1788944263.8297,2830,6059,77.68,1405,18.01
2026-09-09T14:27:43.839,1788944263.8390,2831,-2724,-34.92,1484,19.03
2026-09-09T14:27:43.849,1788944263.8492,2832,5559,71.27,1542,19.77
2026-09-09T14:27:43.856,1788944263.8563,2833,-7740,-99.23,163,2.09
2026-09-09T14:27:43.870,1788944263.8709,2834,5001,64.12,-1230,-15.77
2026-09-09T14:27:43.882,1788944263.8828,2835,-7573,-97.09,-1328,-17.03
2026-09-09T14:27:43.902,1788944263.9024,2836,4455,57.12,-1423,-18.24
2026-09-09T14:27:43.909,1788944263.9097,2837,-7257,-93.04,-1480,-18.97
2026-09-09T14:27:43.909,1788944263.9097,2838,3859,49.47,-1550,-19.87
2026-09-09T14:27:43.918,1788944263.9186,2839,-7020,-90.0,-1640,-21.03
2026-09-09T14:27:43.928,1788944263.9287,2840,4248,54.46,-1484,-19.03
2026-09-09T14:27:43.936,1788944263.9368,2841,-7841,-100.53,-1592,-20.41
2026-09-09T14:27:43.950,1788944263.9507,2842,8712,111.69,-681,-8.73
2026-09-09T14:27:43.960,1788944263.9608,2843,-6839,-87.68,686,8.79
2026-09-09T14:27:43.967,1788944263.9679,2844,8146,104.44,795,10.19
2026-09-09T14:27:43.977,1788944263.9780,2845,-5064,-64.92,1097,14.06
2026-09-09T14:27:43.997,1788944263.9979,2846,6794,87.1,1203,15.42
2026-09-09T14:27:44.008,1788944264.0081,2847,-4242,-54.38,1070,13.72
2026-09-09T14:27:44.013,1788944264.0137,2848,6497,83.29,1201,15.4
2026-09-09T14:27:44.017,1788944264.0176,2849,-3545,-45.45,1301,16.68
2026-09-09T14:27:44.029,1788944264.0297,2850,6096,78.15,1375,17.63
2026-09-09T14:27:44.055,1788944264.0560,2851,-2868,-36.77,1444,18.51
2026-09-09T14:27:44.055,1788944264.0560,2852,5608,71.9,1492,19.13
2026-09-09T14:27:44.061,1788944264.0611,2853,-7688,-98.56,165,2.12
2026-09-09T14:27:44.071,1788944264.0711,2854,5154,66.08,-1154,-14.79
2026-09-09T14:27:44.077,1788944264.0772,2855,-7649,-98.06,-1258,-16.13
2026-09-09T14:27:44.093,1788944264.0932,2856,4620,59.23,-1381,-17.71
2026-09-09T14:27:44.097,1788944264.0978,2857,-7429,-95.24,-1460,-18.72
2026-09-09T14:27:44.109,1788944264.1093,2858,4035,51.73,-1551,-19.88
2026-09-09T14:27:44.119,1788944264.1197,2859,-7036,-90.21,-1599,-20.5
2026-09-09T14:27:44.126,1788944264.1264,2860,3442,44.13,-1649,-21.14
2026-09-09T14:27:44.141,1788944264.1413,2861,-6519,-83.58,-1668,-21.38
2026-09-09T14:27:44.158,1788944264.1585,2862,7145,91.6,-613,-7.86
2026-09-09T14:27:44.168,1788944264.1686,2863,-5878,-75.36,473,6.06
2026-09-09T14:27:44.172,1788944264.1727,2864,7051,90.4,610,7.82
2026-09-09T14:27:44.179,1788944264.1799,2865,-5147,-65.99,769,9.86
2026-09-09T14:27:44.205,1788944264.2057,2866,6908,88.56,916,11.74
2026-09-09T14:27:44.205,1788944264.2057,2867,-4468,-57.28,1050,13.46
2026-09-09T14:27:44.205,1788944264.2057,2868,6616,84.82,1147,14.71
2026-09-09T14:27:44.220,1788944264.2202,2869,-3739,-47.94,1256,16.1
2026-09-09T14:27:44.231,1788944264.2319,2870,6236,79.95,1343,17.22
2026-09-09T14:27:44.237,1788944264.2370,2871,-3017,-38.68,1429,18.32
2026-09-09T14:27:44.252,1788944264.2522,2872,5792,74.26,1498,19.21
2026-09-09T14:27:44.258,1788944264.2587,2873,-7862,-100.79,176,2.26
2026-09-09T14:27:44.268,1788944264.2681,2874,5285,67.76,-1162,-14.9
2026-09-09T14:27:44.278,1788944264.2788,2875,-7755,-99.42,-1262,-16.18
2026-09-09T14:27:44.290,1788944264.2904,2876,4748,60.87,-1370,-17.56
2026-09-09T14:27:44.309,1788944264.3099,2877,-7530,-96.54,-1448,-18.56
2026-09-09T14:27:44.316,1788944264.3167,2878,4170,53.46,-1536,-19.69
2026-09-09T14:27:44.327,1788944264.3271,2879,-7178,-92.03,-1592,-20.41
2026-09-09T14:27:44.331,1788944264.3312,2880,3570,45.77,-1654,-21.21
2026-09-09T14:27:44.357,1788944264.3576,2881,-6656,-85.33,-1674,-21.46
2026-09-09T14:27:44.362,1788944264.3627,2882,7185,92.12,-640,-8.21
2026-09-09T14:27:44.366,1788944264.3670,2883,-6012,-77.08,425,5.45
2026-09-09T14:27:44.366,1788944264.3670,2884,7123,91.32,571,7.32
2026-09-09T14:27:44.378,1788944264.3788,2885,-5316,-68.15,729,9.35
2026-09-09T14:27:44.393,1788944264.3937,2886,6948,89.08,859,11.01
2026-09-09T14:27:44.395,1788944264.3953,2887,-4594,-58.9,996,12.77
2026-09-09T14:27:44.410,1788944264.4109,2888,6680,85.64,1110,14.23
2026-09-09T14:27:44.420,1788944264.4205,2889,-3880,-49.74,1221,15.65
2026-09-09T14:27:44.427,1788944264.4270,2890,6316,80.97,1309,16.78
2026-09-09T14:27:44.437,1788944264.4377,2891,-3135,-40.19,1404,18.0
2026-09-09T14:27:44.458,1788944264.4588,2892,5863,75.17,1477,18.94
2026-09-09T14:27:44.458,1788944264.4588,2893,-7808,-100.1,195,2.5
2026-09-09T14:27:44.469,1788944264.4691,2894,5356,68.67,-1100,-14.1
2026-09-09T14:27:44.476,1788944264.4768,2895,-7733,-99.14,-1208,-15.49
2026-09-09T14:27:44.491,1788944264.4920,2896,4826,61.87,-1321,-16.94
2026-09-09T14:27:44.508,1788944264.5083,2897,-7533,-96.58,-1404,-18.0
2026-09-09T14:27:44.518,1788944264.5184,2898,4256,54.56,-1496,-19.18
2026-09-09T14:27:44.522,1788944264.5230,2899,-7173,-91.96,-1549,-19.86
2026-09-09T14:27:44.529,1788944264.5294,2900,3655,46.86,-1609,-20.63
2026-09-09T14:27:44.541,1788944264.5418,2901,-6704,-85.95,-1642,-21.05
2026-09-09T14:27:44.549,1788944264.5498,2902,7130,91.41,-656,-8.41
2026-09-09T14:27:44.559,1788944264.5592,2903,-6051,-77.58,376,4.82
2026-09-09T14:27:44.570,1788944264.5709,2904,7108,91.13,534,6.85
2026-09-09T14:27:44.570,1788944264.5709,2905,-5371,-68.86,698,8.95
2026-09-09T14:27:44.586,1788944264.5870,2906,6942,89.0,827,10.6
2026-09-09T14:27:44.606,1788944264.6069,2907,-4665,-59.81,962,12.33
2026-09-09T14:27:44.606,1788944264.6069,2908,6706,85.97,1079,13.83
2026-09-09T14:27:44.618,1788944264.6190,2909,-3951,-50.65,1199,15.37
2026-09-09T14:27:44.629,1788944264.6297,2910,6365,81.6,1292,16.56
2026-09-09T14:27:44.634,1788944264.6348,2911,-7672,-98.36,276,3.54
2026-09-09T14:27:44.666,1788944264.6669,2912,5909,75.76,-768,-9.85
2026-09-09T14:27:44.666,1788944264.6669,2913,-7779,-99.73,-909,-11.65
2026-09-09T14:27:44.666,1788944264.6669,2914,5418,69.46,-1058,-13.56
2026-09-09T14:27:44.666,1788944264.6669,2915,-7740,-99.23,-1171,-15.01
2026-09-09T14:27:44.692,1788944264.6922,2916,4887,62.65,-1294,-16.59
2026-09-09T14:27:44.698,1788944264.6988,2917,-7565,-96.99,-1383,-17.73
2026-09-09T14:27:44.698,1788944264.6988,2918,4334,55.56,-1478,-18.95
2026-09-09T14:27:44.721,1788944264.7217,2919,-7260,-93.08,-1540,-19.74
2026-09-09T14:27:44.731,1788944264.7314,2920,3749,48.06,-1610,-20.64
2026-09-09T14:27:44.731,1788944264.7314,2921,-6783,-86.96,-1637,-20.99
2026-09-09T14:27:44.746,1788944264.7470,2922,7124,91.33,-674,-8.64
2026-09-09T14:27:44.771,1788944264.7711,2923,-6178,-79.21,321,4.12
2026-09-09T14:27:44.778,1788944264.7787,2924,7114,91.21,470,6.03
2026-09-09T14:27:44.778,1788944264.7787,2925,-5490,-70.38,640,8.21
2026-09-09T14:27:44.794,1788944264.7948,2926,6964,89.28,774,9.92
2026-09-09T14:27:44.796,1788944264.7969,2927,-4783,-61.32,913,11.71
2026-09-09T14:27:44.810,1788944264.8109,2928,6724,86.21,1030,13.21
2026-09-09T14:27:44.826,1788944264.8268,2929,-4050,-51.92,1153,14.78
2026-09-09T14:27:44.826,1788944264.8268,2930,6388,81.9,1253,16.06
2026-09-09T14:27:44.826,1788944264.8268,2931,-7630,-97.82,274,3.51
2026-09-09T14:27:44.842,1788944264.8425,2932,5992,76.82,-720,-9.23
2026-09-09T14:27:44.858,1788944264.8586,2933,-7745,-99.29,-848,-10.87
2026-09-09T14:27:44.858,1788944264.8586,2934,5453,69.91,-1012,-12.97
2026-09-09T14:27:44.874,1788944264.8745,2935,-7730,-99.1,-1143,-14.65
2026-09-09T14:27:44.892,1788944264.8922,2936,4943,63.37,-1266,-16.23
2026-09-09T14:27:44.892,1788944264.8922,2937,-7574,-97.1,-1355,-17.37
2026-09-09T14:27:44.906,1788944264.9062,2938,4378,56.13,-1457,-18.68
2026-09-09T14:27:44.922,1788944264.9221,2939,-7329,-93.96,-1537,-19.71
2026-09-09T14:27:44.922,1788944264.9221,2940,3793,48.63,-1622,-20.79
2026-09-09T14:27:44.938,1788944264.9381,2941,-6899,-88.45,-1661,-21.29
2026-09-09T14:27:44.938,1788944264.9381,2942,7009,89.86,-749,-9.6
2026-09-09T14:27:44.970,1788944264.9703,2943,-6361,-81.55,189,2.42
2026-09-09T14:27:44.970,1788944264.9703,2944,7017,89.96,326,4.18
2026-09-09T14:27:44.970,1788944264.9703,2945,-5708,-73.18,491,6.29
2026-09-09T14:27:44.986,1788944264.9863,2946,6920,88.72,630,8.08
2026-09-09T14:27:45.002,1788944265.0021,2947,-5027,-64.45,776,9.95
2026-09-09T14:27:45.002,1788944265.0021,2948,6726,86.23,898,11.51
2026-09-09T14:27:45.018,1788944265.0180,2949,-4263,-54.65,1040,13.33
2026-09-09T14:27:45.018,1788944265.0180,2950,6460,82.82,1165,14.94
2026-09-09T14:27:45.034,1788944265.0341,2951,-7727,-99.06,232,2.97
2026-09-09T14:27:45.050,1788944265.0501,2952,6072,77.85,-731,-9.37
2026-09-09T14:27:45.050,1788944265.0501,2953,-7913,-101.45,-874,-11.21
2026-09-09T14:27:45.066,1788944265.0662,2954,5638,72.28,-1029,-13.19
2026-09-09T14:27:45.081,1788944265.0820,2955,-7922,-101.56,-1140,-14.62
2026-09-09T14:27:45.092,1788944265.0923,2956,5132,65.79,-1269,-16.27
2026-09-09T14:27:45.097,1788944265.0979,2957,-7818,-100.23,-1369,-17.55
2026-09-09T14:27:45.113,1788944265.1140,2958,4611,59.12,-1474,-18.9
2026-09-09T14:27:45.129,1788944265.1298,2959,-7593,-97.35,-1548,-19.85
2026-09-09T14:27:45.129,1788944265.1298,2960,4046,51.87,-1633,-20.94
2026-09-09T14:27:45.129,1788944265.1298,2961,-7180,-92.05,-1671,-21.42
2026-09-09T14:27:45.145,1788944265.1456,2962,7306,93.67,-752,-9.64
2026-09-09T14:27:45.145,1788944265.1456,2963,-6626,-84.95,201,2.58
2026-09-09T14:27:45.161,1788944265.1616,2964,7377,94.58,357,4.58
2026-09-09T14:27:45.177,1788944265.1775,2965,-5957,-76.37,542,6.95
2026-09-09T14:27:45.177,1788944265.1775,2966,7287,93.42,687,8.81
2026-09-09T14:27:45.193,1788944265.1933,2967,-5238,-67.15,844,10.82
2026-09-09T14:27:45.209,1788944265.2094,2968,7108,91.13,979,12.55
2026-09-09T14:27:45.225,1788944265.2252,2969,-4515,-57.88,1115,14.29
2026-09-09T14:27:45.225,1788944265.2252,2970,6828,87.54,1226,15.72
2026-09-09T14:27:45.240,1788944265.2409,2971,-8021,-102.83,280,3.59
2026-09-09T14:27:45.240,1788944265.2409,2972,6428,82.41,-697,-8.94
2026-09-09T14:27:45.273,1788944265.2732,2973,-8215,-105.32,-845,-10.83
2026-09-09T14:27:45.273,1788944265.2732,2974,5956,76.36,-1012,-12.97
2026-09-09T14:27:45.288,1788944265.2890,2975,-8261,-105.91,-1141,-14.63
2026-09-09T14:27:45.292,1788944265.2927,2976,5450,69.87,-1279,-16.4
2026-09-09T14:27:45.292,1788944265.2927,2977,-8149,-104.47,-1378,-17.67
2026-09-09T14:27:45.304,1788944265.3047,2978,4892,62.72,-1489,-19.09
2026-09-09T14:27:45.320,1788944265.3208,2979,-7917,-101.5,-1571,-20.14
2026-09-09T14:27:45.320,1788944265.3208,2980,4315,55.32,-1657,-21.24
2026-09-09T14:27:45.337,1788944265.3370,2981,-7503,-96.19,-1698,-21.77
2026-09-09T14:27:45.337,1788944265.3370,2982,7584,97.23,-777,-9.96
2026-09-09T14:27:45.352,1788944265.3528,2983,-6938,-88.95,181,2.32
2026-09-09T14:27:45.384,1788944265.3845,2984,7659,98.19,341,4.37
2026-09-09T14:27:45.384,1788944265.3845,2985,-6237,-79.96,535,6.86
2026-09-09T14:27:45.392,1788944265.3928,2986,7588,97.28,693,8.88
2026-09-09T14:27:45.400,1788944265.4004,2987,-5494,-70.44,861,11.04
2026-09-09T14:27:45.400,1788944265.4004,2988,7396,94.82,999,12.81
2026-09-09T14:27:45.432,1788944265.4321,2989,-4736,-60.72,1140,14.62
2026-09-09T14:27:45.432,1788944265.4321,2990,7100,91.03,1256,16.1
2026-09-09T14:27:45.432,1788944265.4321,2991,-8155,-104.55,327,4.19
2026-09-09T14:27:45.447,1788944265.4477,2992,6715,86.09,-624,-8.0
2026-09-09T14:27:45.447,1788944265.4477,2993,-8362,-107.21,-772,-9.9
2026-09-09T14:27:45.463,1788944265.4639,2994,6227,79.83,-946,-12.13
2026-09-09T14:27:45.479,1788944265.4797,2995,-8413,-107.86,-1081,-13.86
2026-09-09T14:27:45.479,1788944265.4797,2996,5691,72.96,-1227,-15.73
2026-09-09T14:27:45.495,1788944265.4957,2997,-8318,-106.64,-1338,-17.15
2026-09-09T14:27:45.495,1788944265.4957,2998,5113,65.55,-1458,-18.69
2026-09-09T14:27:45.527,1788944265.5273,2999,-8086,-103.67,-1545,-19.81
2026-09-09T14:27:45.527,1788944265.5273,3000,4511,57.83,-1637,-20.99
2026-09-09T14:27:45.527,1788944265.5273,3001,-7689,-98.58,-1689,-21.65
2026-09-09T14:27:45.543,1788944265.5433,3002,7711,98.86,-789,-10.12
2026-09-09T14:27:45.575,1788944265.5753,3003,-7120,-91.28,153,1.96
2026-09-09T14:27:45.575,1788944265.5753,3004,7770,99.62,310,3.97
2026-09-09T14:27:45.575,1788944265.5753,3005,-6408,-82.15,503,6.45
2026-09-09T14:27:45.593,1788944265.5931,3006,7731,99.12,671,8.6
2026-09-09T14:27:45.593,1788944265.5931,3007,-5669,-72.68,846,10.85
2026-09-09T14:27:45.607,1788944265.6072,3008,7539,96.65,983,12.6
2026-09-09T14:27:45.607,1788944265.6072,3009,-4891,-62.71,1129,14.47
2026-09-09T14:27:45.622,1788944265.6229,3010,7262,93.1,1254,16.08
2026-09-09T14:27:45.639,1788944265.6390,3011,-8121,-104.12,378,4.85
2026-09-09T14:27:45.639,1788944265.6390,3012,6845,87.76,-534,-6.85
2026-09-09T14:27:45.655,1788944265.6552,3013,-8358,-107.15,-698,-8.95
2026-09-09T14:27:45.686,1788944265.6867,3014,6392,81.95,-870,-11.15
2026-09-09T14:27:45.686,1788944265.6867,3015,-8445,-108.27,-1005,-12.88
2026-09-09T14:27:45.693,1788944265.6932,3016,5836,74.82,-1166,-14.95
2026-09-09T14:27:45.702,1788944265.7028,3017,-8387,-107.53,-1290,-16.54
2026-09-09T14:27:45.702,1788944265.7028,3018,5264,67.49,-1419,-18.19
2026-09-09T14:27:45.734,1788944265.7345,3019,-8155,-104.55,-1504,-19.28
2026-09-09T14:27:45.734,1788944265.7345,3020,4662,59.77,-1596,-20.46
2026-09-09T14:27:45.734,1788944265.7345,3021,-7779,-99.73,-1653,-21.19
2026-09-09T14:27:45.750,1788944265.7505,3022,7770,99.62,-782,-10.03
2026-09-09T14:27:45.750,1788944265.7505,3023,-7211,-92.45,137,1.76
2026-09-09T14:27:45.766,1788944265.7662,3024,7848,100.62,299,3.83
2026-09-09T14:27:45.782,1788944265.7823,3025,-6503,-83.37,495,6.35
2026-09-09T14:27:45.793,1788944265.7936,3026,7825,100.32,666,8.54
2026-09-09T14:27:45.798,1788944265.7982,3027,-5744,-73.64,850,10.9
2026-09-09T14:27:45.798,1788944265.7982,3028,7688,98.56,1006,12.9
2026-09-09T14:27:45.814,1788944265.8142,3029,-4947,-63.42,1171,15.01
2026-09-09T14:27:45.830,1788944265.8300,3030,7402,94.9,1299,16.65
2026-09-09T14:27:45.830,1788944265.8300,3031,-8047,-103.17,452,5.79
2026-09-09T14:27:45.845,1788944265.8459,3032,7035,90.19,-415,-5.32
2026-09-09T14:27:45.861,1788944265.8620,3033,-8293,-106.32,-568,-7.28
2026-09-09T14:27:45.877,1788944265.8778,3034,6576,84.31,-744,-9.54
2026-09-09T14:27:45.877,1788944265.8778,3035,-8374,-107.36,-879,-11.27
2026-09-09T14:27:45.877,1788944265.8778,3036,6058,77.67,-1029,-13.19
2026-09-09T14:27:45.893,1788944265.8939,3037,-8290,-106.28,-1137,-14.58
2026-09-09T14:27:45.909,1788944265.9099,3038,5496,70.46,-1257,-16.12
2026-09-09T14:27:45.909,1788944265.9099,3039,-8050,-103.21,-1337,-17.14
2026-09-09T14:27:45.926,1788944265.9260,3040,4938,63.31,-1417,-18.17
2026-09-09T14:27:45.941,1788944265.9420,3041,-7678,-98.44,-1463,-18.76
2026-09-09T14:27:45.941,1788944265.9420,3042,7956,102.0,-616,-7.9
2026-09-09T14:27:45.957,1788944265.9578,3043,-7165,-91.86,267,3.42
2026-09-09T14:27:45.957,1788944265.9578,3044,8034,103.0,415,5.32
2026-09-09T14:27:45.973,1788944265.9738,3045,-6503,-83.37,600,7.69
2026-09-09T14:27:45.989,1788944265.9896,3046,7973,102.22,750,9.62
2026-09-09T14:27:45.995,1788944265.9951,3047,-5751,-73.73,923,11.83
2026-09-09T14:27:46.005,1788944266.0059,3048,7794,99.92,1066,13.67
2026-09-09T14:27:46.037,1788944266.0375,3049,-5003,-64.14,1208,15.49
2026-09-09T14:27:46.037,1788944266.0375,3050,7483,95.94,1317,16.88
2026-09-09T14:27:46.037,1788944266.0375,3051,-7959,-102.04,501,6.42
2026-09-09T14:27:46.037,1788944266.0375,3052,7056,90.46,-345,-4.42
2026-09-09T14:27:46.053,1788944266.0535,3053,-8233,-105.55,-520,-6.67
2026-09-09T14:27:46.069,1788944266.0693,3054,6530,83.72,-720,-9.23
2026-09-09T14:27:46.069,1788944266.0693,3055,-8377,-107.4,-888,-11.38
2026-09-09T14:27:46.085,1788944266.0853,3056,5937,76.12,-1072,-13.74
2026-09-09T14:27:46.101,1788944266.1013,3057,-8339,-106.91,-1211,-15.53
2026-09-09T14:27:46.101,1788944266.1013,3058,5314,68.13,-1357,-17.4
2026-09-09T14:27:46.117,1788944266.1175,3059,-8143,-104.4,-1464,-18.77
2026-09-09T14:27:46.141,1788944266.1417,3060,4680,60.0,-1573,-20.17
2026-09-09T14:27:46.149,1788944266.1493,3061,-7790,-99.87,-1644,-21.08
2026-09-09T14:27:46.149,1788944266.1493,3062,7477,95.86,-856,-10.97
2026-09-09T14:27:46.149,1788944266.1493,3063,-7309,-93.71,-37,-0.47
2026-09-09T14:27:46.165,1788944266.1652,3064,7572,97.08,107,1.37
2026-09-09T14:27:46.195,1788944266.1954,3065,-6675,-85.58,290,3.72
2026-09-09T14:27:46.197,1788944266.1972,3066,7547,96.76,442,5.67
2026-09-09T14:27:46.197,1788944266.1972,3067,-5899,-75.63,630,8.08
2026-09-09T14:27:46.197,1788944266.1972,3068,7397,94.83,786,10.08
2026-09-09T14:27:46.212,1788944266.2129,3069,-5195,-66.6,925,11.86
2026-09-09T14:27:46.228,1788944266.2287,3070,7102,91.05,1027,13.17
2026-09-09T14:27:46.228,1788944266.2287,3071,-7802,-100.03,301,3.86
2026-09-09T14:27:46.244,1788944266.2445,3072,6794,87.1,-427,-5.47
2026-09-09T14:27:46.260,1788944266.2605,3073,-8117,-104.06,-583,-7.47
2026-09-09T14:27:46.260,1788944266.2605,3074,6327,81.12,-779,-9.99
2026-09-09T14:27:46.276,1788944266.2766,3075,-8231,-105.53,-924,-11.85
2026-09-09T14:27:46.295,1788944266.2956,3076,5756,73.79,-1095,-14.04
2026-09-09T14:27:46.308,1788944266.3082,3077,-8232,-105.54,-1238,-15.87
2026-09-09T14:27:46.308,1788944266.3082,3078,5235,67.12,-1369,-17.55
2026-09-09T14:27:46.323,1788944266.3240,3079,-8087,-103.68,-1463,-18.76
2026-09-09T14:27:46.339,1788944266.3400,3080,4634,59.41,-1577,-20.22
2026-09-09T14:27:46.355,1788944266.3558,3081,-7797,-99.96,-1654,-21.21
2026-09-09T14:27:46.355,1788944266.3558,3082,7211,92.45,-938,-12.03
2026-09-09T14:27:46.355,1788944266.3558,3083,-7334,-94.03,-178,-2.28
2026-09-09T14:27:46.355,1788944266.3558,3084,7377,94.58,-20,-0.26
2026-09-09T14:27:46.371,1788944266.3715,3085,-6695,-85.83,181,2.32
2026-09-09T14:27:46.387,1788944266.3872,3086,7401,94.88,347,4.45
2026-09-09T14:27:46.395,1788944266.3956,3087,-5970,-76.54,534,6.85
2026-09-09T14:27:46.403,1788944266.4032,3088,7255,93.01,679,8.71
2026-09-09T14:27:46.419,1788944266.4193,3089,-5178,-66.38,840,10.77
2026-09-09T14:27:46.419,1788944266.4193,3090,7016,89.95,978,12.54
