iso_time,epoch_seconds,sample_index,q1_raw,q1_voltage_mv,q1_activity,q1_activity_mv
2026-09-09T17:33:20.522,1788955400.5229,1,1061,13.6,0,0.0
2026-09-09T17:33:20.522,1788955400.5229,2,533,6.83,528,6.77
2026-09-09T17:33:20.539,1788955400.5390,3,-713,-9.14,1774,22.74
2026-09-09T17:33:20.539,1788955400.5390,4,-906,-11.62,1967,25.22
2026-09-09T17:33:20.539,1788955400.5390,5,206,2.64,1439,18.45
2026-09-09T17:33:20.554,1788955400.5549,6,449,5.76,1355,17.37
2026-09-09T17:33:20.554,1788955400.5549,7,-793,-10.17,1355,17.37
2026-09-09T17:33:20.559,1788955400.5592,8,-850,-10.9,1299,16.65
2026-09-09T17:33:20.559,1788955400.5592,9,333,4.27,1299,16.65
2026-09-09T17:33:20.571,1788955400.5713,10,360,4.62,1210,15.51
2026-09-09T17:33:20.571,1788955400.5713,11,-885,-11.35,1245,15.96
2026-09-09T17:33:20.571,1788955400.5713,12,-790,-10.13,1245,15.96
2026-09-09T17:33:20.571,1788955400.5713,13,429,5.5,1314,16.85
2026-09-09T17:33:20.587,1788955400.5874,14,999,12.81,1884,24.15
2026-09-09T17:33:20.587,1788955400.5874,15,-945,-12.12,1944,24.92
2026-09-09T17:33:20.602,1788955400.6022,16,-706,-9.05,1944,24.92
2026-09-09T17:33:20.604,1788955400.6042,17,553,7.09,1944,24.92
2026-09-09T17:33:20.606,1788955400.6062,18,987,12.65,1932,24.77
2026-09-09T17:33:20.606,1788955400.6062,19,-986,-12.64,1973,25.29
2026-09-09T17:33:20.606,1788955400.6062,20,-634,-8.13,1973,25.29
2026-09-09T17:33:20.617,1788955400.6180,21,637,8.17,1973,25.29
2026-09-09T17:33:20.617,1788955400.6180,22,938,12.03,1924,24.67
2026-09-09T17:33:20.617,1788955400.6180,23,31,0.4,1572,20.15
2026-09-09T17:33:20.633,1788955400.6337,24,-561,-7.19,1499,19.22
2026-09-09T17:33:20.633,1788955400.6337,25,733,9.4,1499,19.22
2026-09-09T17:33:20.652,1788955400.6530,26,890,11.41,1451,18.6
2026-09-09T17:33:20.652,1788955400.6530,27,-69,-0.88,1451,18.6
2026-09-09T17:33:20.652,1788955400.6530,28,-461,-5.91,1351,17.32
2026-09-09T17:33:20.665,1788955400.6655,29,805,10.32,1351,17.32
2026-09-09T17:33:20.665,1788955400.6655,30,846,10.85,1307,16.76
2026-09-09T17:33:20.665,1788955400.6655,31,-186,-2.38,1307,16.76
2026-09-09T17:33:20.665,1788955400.6655,32,-1105,-14.17,1951,25.01
2026-09-09T17:33:20.681,1788955400.6813,33,853,10.94,1958,25.1
2026-09-09T17:33:20.687,1788955400.6876,34,782,10.03,1958,25.1
2026-09-09T17:33:20.697,1788955400.6973,35,-297,-3.81,1958,25.1
